chapter,chapter_num,chapter_title,section_num,section,section_title,brief_path,session_starter_path,section_tex,figure,table,listing,equation,diagnostic
ch08,8,Shared experts and fine-grained routed experts,2,8.2,Fine-grained routed expert segmentation,section_development_briefs/ch08/02-fine-grained-routed-expert-segmentation.md,session_starters/ch08/02-fine-grained-routed-expert-segmentation.md,latex_book_skeleton/chapters/ch08/sections/02-fine-grained-routed-expert-segmentation.tex,latex_book_skeleton/figures/ch08/fig-fine-grained-routed-expert-segmentation.tex,latex_book_skeleton/tables/ch08/tab-fine-grained-routed-expert-segmentation.tex,latex_book_skeleton/listings/ch08/lst-fine-grained-routed-expert-segmentation.tex,latex_book_skeleton/equations/ch08/eq-fine-grained-routed-expert-segmentation.tex,Compute total and active expert parameters for several segmentations.
ch08,8,Shared experts and fine-grained routed experts,3,8.3,The MiniDeepSeekMoE layer contract,section_development_briefs/ch08/03-the-minideepseekmoe-layer-contract.md,session_starters/ch08/03-the-minideepseekmoe-layer-contract.md,latex_book_skeleton/chapters/ch08/sections/03-the-minideepseekmoe-layer-contract.tex,latex_book_skeleton/figures/ch08/fig-the-minideepseekmoe-layer-contract.tex,latex_book_skeleton/tables/ch08/tab-the-minideepseekmoe-layer-contract.tex,latex_book_skeleton/listings/ch08/lst-the-minideepseekmoe-layer-contract.tex,latex_book_skeleton/equations/ch08/eq-the-minideepseekmoe-layer-contract.tex,Assert layer output shape equals input shape under smoke and default configs.
ch08,8,Shared experts and fine-grained routed experts,4,8.4,Combining shared and routed outputs,section_development_briefs/ch08/04-combining-shared-and-routed-outputs.md,session_starters/ch08/04-combining-shared-and-routed-outputs.md,latex_book_skeleton/chapters/ch08/sections/04-combining-shared-and-routed-outputs.tex,latex_book_skeleton/figures/ch08/fig-combining-shared-and-routed-outputs.tex,latex_book_skeleton/tables/ch08/tab-combining-shared-and-routed-outputs.tex,latex_book_skeleton/listings/ch08/lst-combining-shared-and-routed-outputs.tex,latex_book_skeleton/equations/ch08/eq-combining-shared-and-routed-outputs.tex,Ablate shared_out to zero and routed_out to zero to confirm both paths affect output.
ch08,8,Shared experts and fine-grained routed experts,5,8.5,Specialization diagnostics,section_development_briefs/ch08/05-specialization-diagnostics.md,session_starters/ch08/05-specialization-diagnostics.md,latex_book_skeleton/chapters/ch08/sections/05-specialization-diagnostics.tex,latex_book_skeleton/figures/ch08/fig-specialization-diagnostics.tex,latex_book_skeleton/tables/ch08/tab-specialization-diagnostics.tex,latex_book_skeleton/listings/ch08/lst-specialization-diagnostics.tex,latex_book_skeleton/equations/ch08/eq-specialization-diagnostics.tex,Generate expert usage heatmaps without overclaiming semantic specialization.
ch08,8,Shared experts and fine-grained routed experts,6,8.6,Chapter summary and handoff,section_development_briefs/ch08/06-chapter-summary-and-handoff.md,session_starters/ch08/06-chapter-summary-and-handoff.md,latex_book_skeleton/chapters/ch08/sections/06-chapter-summary-and-handoff.tex,latex_book_skeleton/figures/ch08/fig-chapter-summary-and-handoff.tex,latex_book_skeleton/tables/ch08/tab-chapter-summary-and-handoff.tex,latex_book_skeleton/listings/ch08/lst-chapter-summary-and-handoff.tex,latex_book_skeleton/equations/ch08/eq-chapter-summary-and-handoff.tex,Reader checkpoint: distinguish shared expert compute from routed active compute.
ch09,9,Auxiliary-loss-free load balancing,1,9.1,The limitation of auxiliary balancing,section_development_briefs/ch09/01-the-limitation-of-auxiliary-balancing.md,session_starters/ch09/01-the-limitation-of-auxiliary-balancing.md,latex_book_skeleton/chapters/ch09/sections/01-the-limitation-of-auxiliary-balancing.tex,latex_book_skeleton/figures/ch09/fig-the-limitation-of-auxiliary-balancing.tex,latex_book_skeleton/tables/ch09/tab-the-limitation-of-auxiliary-balancing.tex,latex_book_skeleton/listings/ch09/lst-the-limitation-of-auxiliary-balancing.tex,latex_book_skeleton/equations/ch09/eq-the-limitation-of-auxiliary-balancing.tex,"Compare LM loss and load balance separately, not only total loss."
ch09,9,Auxiliary-loss-free load balancing,2,9.2,Router bias as non-trainable state,section_development_briefs/ch09/02-router-bias-as-non-trainable-state.md,session_starters/ch09/02-router-bias-as-non-trainable-state.md,latex_book_skeleton/chapters/ch09/sections/02-router-bias-as-non-trainable-state.tex,latex_book_skeleton/figures/ch09/fig-router-bias-as-non-trainable-state.tex,latex_book_skeleton/tables/ch09/tab-router-bias-as-non-trainable-state.tex,latex_book_skeleton/listings/ch09/lst-router-bias-as-non-trainable-state.tex,latex_book_skeleton/equations/ch09/eq-router-bias-as-non-trainable-state.tex,Assert router_bias.requires_grad is false and optimizer does not update it.
ch09,9,Auxiliary-loss-free load balancing,3,9.3,Biased selection and unbiased combine,section_development_briefs/ch09/03-biased-selection-and-unbiased-combine.md,session_starters/ch09/03-biased-selection-and-unbiased-combine.md,latex_book_skeleton/chapters/ch09/sections/03-biased-selection-and-unbiased-combine.tex,latex_book_skeleton/figures/ch09/fig-biased-selection-and-unbiased-combine.tex,latex_book_skeleton/tables/ch09/tab-biased-selection-and-unbiased-combine.tex,latex_book_skeleton/listings/ch09/lst-biased-selection-and-unbiased-combine.tex,latex_book_skeleton/equations/ch09/eq-biased-selection-and-unbiased-combine.tex,Unit test that changing bias can change expert IDs while gate values still come from raw scores.
ch09,9,Auxiliary-loss-free load balancing,4,9.4,Dynamic bias update from expert load,section_development_briefs/ch09/04-dynamic-bias-update-from-expert-load.md,session_starters/ch09/04-dynamic-bias-update-from-expert-load.md,latex_book_skeleton/chapters/ch09/sections/04-dynamic-bias-update-from-expert-load.tex,latex_book_skeleton/figures/ch09/fig-dynamic-bias-update-from-expert-load.tex,latex_book_skeleton/tables/ch09/tab-dynamic-bias-update-from-expert-load.tex,latex_book_skeleton/listings/ch09/lst-dynamic-bias-update-from-expert-load.tex,latex_book_skeleton/equations/ch09/eq-dynamic-bias-update-from-expert-load.tex,Track bias values over training beside expert loads.
ch09,9,Auxiliary-loss-free load balancing,5,9.5,Comparing balancing methods,section_development_briefs/ch09/05-comparing-balancing-methods.md,session_starters/ch09/05-comparing-balancing-methods.md,latex_book_skeleton/chapters/ch09/sections/05-comparing-balancing-methods.tex,latex_book_skeleton/figures/ch09/fig-comparing-balancing-methods.tex,latex_book_skeleton/tables/ch09/tab-comparing-balancing-methods.tex,latex_book_skeleton/listings/ch09/lst-comparing-balancing-methods.tex,latex_book_skeleton/equations/ch09/eq-comparing-balancing-methods.tex,"Produce a table with LM loss, aux loss if used, load balance score, entropy, and drop rate."
ch09,9,Auxiliary-loss-free load balancing,6,9.6,Chapter summary and handoff,section_development_briefs/ch09/06-chapter-summary-and-handoff.md,session_starters/ch09/06-chapter-summary-and-handoff.md,latex_book_skeleton/chapters/ch09/sections/06-chapter-summary-and-handoff.tex,latex_book_skeleton/figures/ch09/fig-chapter-summary-and-handoff.tex,latex_book_skeleton/tables/ch09/tab-chapter-summary-and-handoff.tex,latex_book_skeleton/listings/ch09/lst-chapter-summary-and-handoff.tex,latex_book_skeleton/equations/ch09/eq-chapter-summary-and-handoff.tex,Reader checkpoint: explain why bias should not be included in combine weights.
ch10,10,Assembling MiniDeepSeekMoE end to end,1,10.1,Configuration objects and model variants,section_development_briefs/ch10/01-configuration-objects-and-model-variants.md,session_starters/ch10/01-configuration-objects-and-model-variants.md,latex_book_skeleton/chapters/ch10/sections/01-configuration-objects-and-model-variants.tex,latex_book_skeleton/figures/ch10/fig-configuration-objects-and-model-variants.tex,latex_book_skeleton/tables/ch10/tab-configuration-objects-and-model-variants.tex,latex_book_skeleton/listings/ch10/lst-configuration-objects-and-model-variants.tex,latex_book_skeleton/equations/ch10/eq-configuration-objects-and-model-variants.tex,Print model summary and assert required fields exist.
ch10,10,Assembling MiniDeepSeekMoE end to end,2,10.2,Decoder block with dense prefix and MoE layers,section_development_briefs/ch10/02-decoder-block-with-dense-prefix-and-moe-layers.md,session_starters/ch10/02-decoder-block-with-dense-prefix-and-moe-layers.md,latex_book_skeleton/chapters/ch10/sections/02-decoder-block-with-dense-prefix-and-moe-layers.tex,latex_book_skeleton/figures/ch10/fig-decoder-block-with-dense-prefix-and-moe-layers.tex,latex_book_skeleton/tables/ch10/tab-decoder-block-with-dense-prefix-and-moe-layers.tex,latex_book_skeleton/listings/ch10/lst-decoder-block-with-dense-prefix-and-moe-layers.tex,latex_book_skeleton/equations/ch10/eq-decoder-block-with-dense-prefix-and-moe-layers.tex,List layer types during model initialization.
ch10,10,Assembling MiniDeepSeekMoE end to end,3,10.3,Forward pass outputs and loss dictionary,section_development_briefs/ch10/03-forward-pass-outputs-and-loss-dictionary.md,session_starters/ch10/03-forward-pass-outputs-and-loss-dictionary.md,latex_book_skeleton/chapters/ch10/sections/03-forward-pass-outputs-and-loss-dictionary.tex,latex_book_skeleton/figures/ch10/fig-forward-pass-outputs-and-loss-dictionary.tex,latex_book_skeleton/tables/ch10/tab-forward-pass-outputs-and-loss-dictionary.tex,latex_book_skeleton/listings/ch10/lst-forward-pass-outputs-and-loss-dictionary.tex,latex_book_skeleton/equations/ch10/eq-forward-pass-outputs-and-loss-dictionary.tex,"Unit test for output keys under dense, auxiliary, and bias modes."
ch10,10,Assembling MiniDeepSeekMoE end to end,4,10.4,Training and sampling scripts,section_development_briefs/ch10/04-training-and-sampling-scripts.md,session_starters/ch10/04-training-and-sampling-scripts.md,latex_book_skeleton/chapters/ch10/sections/04-training-and-sampling-scripts.tex,latex_book_skeleton/figures/ch10/fig-training-and-sampling-scripts.tex,latex_book_skeleton/tables/ch10/tab-training-and-sampling-scripts.tex,latex_book_skeleton/listings/ch10/lst-training-and-sampling-scripts.tex,latex_book_skeleton/equations/ch10/eq-training-and-sampling-scripts.tex,Verify checkpoint reload produces logits of the same shape.
ch10,10,Assembling MiniDeepSeekMoE end to end,5,10.5,Full-model smoke tests,section_development_briefs/ch10/05-full-model-smoke-tests.md,session_starters/ch10/05-full-model-smoke-tests.md,latex_book_skeleton/chapters/ch10/sections/05-full-model-smoke-tests.tex,latex_book_skeleton/figures/ch10/fig-full-model-smoke-tests.tex,latex_book_skeleton/tables/ch10/tab-full-model-smoke-tests.tex,latex_book_skeleton/listings/ch10/lst-full-model-smoke-tests.tex,latex_book_skeleton/equations/ch10/eq-full-model-smoke-tests.tex,CI-style console summary for all smoke tests.
ch10,10,Assembling MiniDeepSeekMoE end to end,6,10.6,Chapter summary and handoff,section_development_briefs/ch10/06-chapter-summary-and-handoff.md,session_starters/ch10/06-chapter-summary-and-handoff.md,latex_book_skeleton/chapters/ch10/sections/06-chapter-summary-and-handoff.tex,latex_book_skeleton/figures/ch10/fig-chapter-summary-and-handoff.tex,latex_book_skeleton/tables/ch10/tab-chapter-summary-and-handoff.tex,latex_book_skeleton/listings/ch10/lst-chapter-summary-and-handoff.tex,latex_book_skeleton/equations/ch10/eq-chapter-summary-and-handoff.tex,Reader checkpoint: run the smoke model and inspect router metrics.
ch11,11,"Training, diagnostics, and controlled experiments",1,11.1,Experiment design for a from-scratch book,section_development_briefs/ch11/01-experiment-design-for-a-from-scratch-book.md,session_starters/ch11/01-experiment-design-for-a-from-scratch-book.md,latex_book_skeleton/chapters/ch11/sections/01-experiment-design-for-a-from-scratch-book.tex,latex_book_skeleton/figures/ch11/fig-experiment-design-for-a-from-scratch-book.tex,latex_book_skeleton/tables/ch11/tab-experiment-design-for-a-from-scratch-book.tex,latex_book_skeleton/listings/ch11/lst-experiment-design-for-a-from-scratch-book.tex,latex_book_skeleton/equations/ch11/eq-experiment-design-for-a-from-scratch-book.tex,"Check that every experiment saves config, seed, logs, and git/code snapshot note."
ch11,11,"Training, diagnostics, and controlled experiments",2,11.2,Dataset preparation and reproducibility,section_development_briefs/ch11/02-dataset-preparation-and-reproducibility.md,session_starters/ch11/02-dataset-preparation-and-reproducibility.md,latex_book_skeleton/chapters/ch11/sections/02-dataset-preparation-and-reproducibility.tex,latex_book_skeleton/figures/ch11/fig-dataset-preparation-and-reproducibility.tex,latex_book_skeleton/tables/ch11/tab-dataset-preparation-and-reproducibility.tex,latex_book_skeleton/listings/ch11/lst-dataset-preparation-and-reproducibility.tex,latex_book_skeleton/equations/ch11/eq-dataset-preparation-and-reproducibility.tex,"Print token counts, split sizes, and a decoded sample from each split."
ch11,11,"Training, diagnostics, and controlled experiments",3,11.3,Loss curves and routing dashboards,section_development_briefs/ch11/03-loss-curves-and-routing-dashboards.md,session_starters/ch11/03-loss-curves-and-routing-dashboards.md,latex_book_skeleton/chapters/ch11/sections/03-loss-curves-and-routing-dashboards.tex,latex_book_skeleton/figures/ch11/fig-loss-curves-and-routing-dashboards.tex,latex_book_skeleton/tables/ch11/tab-loss-curves-and-routing-dashboards.tex,latex_book_skeleton/listings/ch11/lst-loss-curves-and-routing-dashboards.tex,latex_book_skeleton/equations/ch11/eq-loss-curves-and-routing-dashboards.tex,"Save dashboard figures through LaTeX wrappers, never raw includegraphics in prose."
ch11,11,"Training, diagnostics, and controlled experiments",4,11.4,"Ablation matrix: dense, top-1, top-2, shared, and bias-balanced",section_development_briefs/ch11/04-ablation-matrix-dense-top-1-top-2-shared-and-bias-balanced.md,session_starters/ch11/04-ablation-matrix-dense-top-1-top-2-shared-and-bias-balanced.md,latex_book_skeleton/chapters/ch11/sections/04-ablation-matrix-dense-top-1-top-2-shared-and-bias-balanced.tex,latex_book_skeleton/figures/ch11/fig-ablation-matrix-dense-top-1-top-2-shared-and-bias-balanced.tex,latex_book_skeleton/tables/ch11/tab-ablation-matrix-dense-top-1-top-2-shared-and-bias-balanced.tex,latex_book_skeleton/listings/ch11/lst-ablation-matrix-dense-top-1-top-2-shared-and-bias-balanced.tex,latex_book_skeleton/equations/ch11/eq-ablation-matrix-dense-top-1-top-2-shared-and-bias-balanced.tex,"Flag any run with unstable loss, high drop rate, or extreme expert collapse."
ch11,11,"Training, diagnostics, and controlled experiments",5,11.5,Interpreting expert behavior carefully,section_development_briefs/ch11/05-interpreting-expert-behavior-carefully.md,session_starters/ch11/05-interpreting-expert-behavior-carefully.md,latex_book_skeleton/chapters/ch11/sections/05-interpreting-expert-behavior-carefully.tex,latex_book_skeleton/figures/ch11/fig-interpreting-expert-behavior-carefully.tex,latex_book_skeleton/tables/ch11/tab-interpreting-expert-behavior-carefully.tex,latex_book_skeleton/listings/ch11/lst-interpreting-expert-behavior-carefully.tex,latex_book_skeleton/equations/ch11/eq-interpreting-expert-behavior-carefully.tex,Generate a routing trace table and a usage heatmap.
ch11,11,"Training, diagnostics, and controlled experiments",6,11.6,Chapter summary and handoff,section_development_briefs/ch11/06-chapter-summary-and-handoff.md,session_starters/ch11/06-chapter-summary-and-handoff.md,latex_book_skeleton/chapters/ch11/sections/06-chapter-summary-and-handoff.tex,latex_book_skeleton/figures/ch11/fig-chapter-summary-and-handoff.tex,latex_book_skeleton/tables/ch11/tab-chapter-summary-and-handoff.tex,latex_book_skeleton/listings/ch11/lst-chapter-summary-and-handoff.tex,latex_book_skeleton/equations/ch11/eq-chapter-summary-and-handoff.tex,"Reader checkpoint: identify whether a routing issue is code, loss, capacity, or data related."
ch12,12,"Inference, performance, and scaling beyond the toy model",1,12.1,Autoregressive inference with sparse FFNs,section_development_briefs/ch12/01-autoregressive-inference-with-sparse-ffns.md,session_starters/ch12/01-autoregressive-inference-with-sparse-ffns.md,latex_book_skeleton/chapters/ch12/sections/01-autoregressive-inference-with-sparse-ffns.tex,latex_book_skeleton/figures/ch12/fig-autoregressive-inference-with-sparse-ffns.tex,latex_book_skeleton/tables/ch12/tab-autoregressive-inference-with-sparse-ffns.tex,latex_book_skeleton/listings/ch12/lst-autoregressive-inference-with-sparse-ffns.tex,latex_book_skeleton/equations/ch12/eq-autoregressive-inference-with-sparse-ffns.tex,Print selected experts for each generated token in a short sample.
ch12,12,"Inference, performance, and scaling beyond the toy model",2,12.2,Batching routed tokens at inference,section_development_briefs/ch12/02-batching-routed-tokens-at-inference.md,session_starters/ch12/02-batching-routed-tokens-at-inference.md,latex_book_skeleton/chapters/ch12/sections/02-batching-routed-tokens-at-inference.tex,latex_book_skeleton/figures/ch12/fig-batching-routed-tokens-at-inference.tex,latex_book_skeleton/tables/ch12/tab-batching-routed-tokens-at-inference.tex,latex_book_skeleton/listings/ch12/lst-batching-routed-tokens-at-inference.tex,latex_book_skeleton/equations/ch12/eq-batching-routed-tokens-at-inference.tex,Histogram expert batch sizes over a generated sequence.
ch12,12,"Inference, performance, and scaling beyond the toy model",3,12.3,"Compute, memory, and active-parameter accounting",section_development_briefs/ch12/03-compute-memory-and-active-parameter-accounting.md,session_starters/ch12/03-compute-memory-and-active-parameter-accounting.md,latex_book_skeleton/chapters/ch12/sections/03-compute-memory-and-active-parameter-accounting.tex,latex_book_skeleton/figures/ch12/fig-compute-memory-and-active-parameter-accounting.tex,latex_book_skeleton/tables/ch12/tab-compute-memory-and-active-parameter-accounting.tex,latex_book_skeleton/listings/ch12/lst-compute-memory-and-active-parameter-accounting.tex,latex_book_skeleton/equations/ch12/eq-compute-memory-and-active-parameter-accounting.tex,Check estimates against model.count_parameters breakdown.
ch12,12,"Inference, performance, and scaling beyond the toy model",4,12.4,Expert parallelism and all-to-all communication,section_development_briefs/ch12/04-expert-parallelism-and-all-to-all-communication.md,session_starters/ch12/04-expert-parallelism-and-all-to-all-communication.md,latex_book_skeleton/chapters/ch12/sections/04-expert-parallelism-and-all-to-all-communication.tex,latex_book_skeleton/figures/ch12/fig-expert-parallelism-and-all-to-all-communication.tex,latex_book_skeleton/tables/ch12/tab-expert-parallelism-and-all-to-all-communication.tex,latex_book_skeleton/listings/ch12/lst-expert-parallelism-and-all-to-all-communication.tex,latex_book_skeleton/equations/ch12/eq-expert-parallelism-and-all-to-all-communication.tex,Thought experiment table estimating routed activation traffic for a small config.
ch12,12,"Inference, performance, and scaling beyond the toy model",5,12.5,Mapping the book model to production MoE families,section_development_briefs/ch12/05-mapping-the-book-model-to-production-moe-families.md,session_starters/ch12/05-mapping-the-book-model-to-production-moe-families.md,latex_book_skeleton/chapters/ch12/sections/05-mapping-the-book-model-to-production-moe-families.tex,latex_book_skeleton/figures/ch12/fig-mapping-the-book-model-to-production-moe-families.tex,latex_book_skeleton/tables/ch12/tab-mapping-the-book-model-to-production-moe-families.tex,latex_book_skeleton/listings/ch12/lst-mapping-the-book-model-to-production-moe-families.tex,latex_book_skeleton/equations/ch12/eq-mapping-the-book-model-to-production-moe-families.tex,Reader checkpoint: identify which chapter implemented each production analogue.
ch12,12,"Inference, performance, and scaling beyond the toy model",6,12.6,Book summary and next steps,section_development_briefs/ch12/06-book-summary-and-next-steps.md,session_starters/ch12/06-book-summary-and-next-steps.md,latex_book_skeleton/chapters/ch12/sections/06-book-summary-and-next-steps.tex,latex_book_skeleton/figures/ch12/fig-book-summary-and-next-steps.tex,latex_book_skeleton/tables/ch12/tab-book-summary-and-next-steps.tex,latex_book_skeleton/listings/ch12/lst-book-summary-and-next-steps.tex,latex_book_skeleton/equations/ch12/eq-book-summary-and-next-steps.tex,"Final self-test: build, train smoke, inspect routing, sample text, and explain limitations."
